Title,Author,Publisher,Year,Price,Image Filename
கலாபம்,நா. கௌசிகன்,Pen Bird Publication,2024.0,150.0,kalaabam_FrontImage_274.jpg
உன்னைப்போல் ஒருவர்,என். சொக்கன்,எழுத்து பிரசுரம்,2024.0,60.0,unnaippol-oruvar_FrontImage_501.jpg
காலப் பிசாசுகள்,ம. ராஜேந்திரன்,யாவரும் பதிப்பகம்,2024.0,750.0,kaala-pisasugal_FrontImage_298.jpg
இரண்டு பேர்,லியோ டால்ஸ்டாய் தமிழில் வல்லிக்கண்ணன்,வளரி வெளியீடு,2024.0,120.0,irandu-per_FrontImage_977.jpg
அச்சும் பதிப்பும்,மா. சு. சம்பந்தன்,பரிசல்,2024.0,570.0,achchum-pathippum-parisal_FrontImage_963.jpg
வேருக்கு நீர்,ராஜம் கிருஷ்ணன்,வளரி வெளியீடு,2024.0,300.0,verukku-neer-valari_FrontImage_179.jpg
இனிக்கும் தமிழ்,என். சொக்கன்,எழுத்து பிரசுரம்,2024.0,60.0,inikkum-tamil-ezhuthu-pirasuram_FrontImage_602.jpg
அவர்களின் கதை,வினோதா,Pen Bird Publication,2024.0,80.0,avargalin-kathai_FrontImage_918.jpg
கணப் பிறை,ந. பெரியசாமி,தேநீர் பதிப்பகம்,2024.0,150.0,kana-pirai_FrontImage_131.jpg
தேயாத எனக்கான வெண்ணிலவே,எஸ். ஜோவிதா,அருணோதயம்,2024.0,410.0,theyathe-enakkaana-vennilave_FrontImage_504.jpg
பார்க்க பார்க்க காதல் கூடுதே,ஆதிபிரபா,அருணோதயம்,2024.0,420.0,paarkka-paarkka-kadhal-kooduthe_FrontImage_797.jpg
ஆனந்தம் அடீ ஆனந்தி,காஞ்சனா ஜெயதிலகர்,அருணோதயம்,2024.0,200.0,aanandham-adi-aanandhi_FrontImage_756.jpg
வனமாளிகை,காஞ்சனா ஜெயதிலகர்,அருணோதயம்,2024.0,120.0,vanamaligai_FrontImage_170.jpg
சிவதாஸ்,சுதாரவி,அருணோதயம்,2024.0,240.0,sivadass_FrontImage_200.jpg
வேப்டியான்,ம. நவீன்,யாவரும் பதிப்பகம்,2024.0,180.0,veptiyan_FrontImage_583.jpg
நேசத்தின் உறைவிடம்,திருமதி லாவண்யா,அருணோதயம்,2024.0,120.0,nesathin-uraividam_FrontImage_665.jpg
நலம் வாழ,சுதாரவி,அருணோதயம்,2024.0,290.0,nalam-vazha-arunodhyam_FrontImage_369.jpg
பருவம் என்னும் கீர்த்தனம்,வேதா விஷால்,அருணோதயம்,2024.0,325.0,paruvam-ennum-keerthanam_FrontImage_901.jpg
கோயில் யானையின் சிறுவன்,சீனு ராமாசாமி,விகடன் பிரசுரம்,2024.0,400.0,koyil-yaanaiyin-siruvan_FrontImage_904.jpg
நிலம்-நீர்-காற்று-வனம்,ஜெகாதா,யுனிவர்ஸல் பப்ளிஷர்ஸ்,2024.0,200.0,nilam-neer-kaatru-vanam_FrontImage_478.jpg
குமாரிகள் கோட்டம்,ம. நவீன்,யாவரும் பதிப்பகம்,2024.0,160.0,kumarigal-kottam_FrontImage_240.jpg
கவிஞர் கமாலின் எல்லாம் ஒன்றே,சேயன் இப்ராஹீம்,யுனிவர்ஸல் பப்ளிஷர்ஸ்,2024.0,120.0,kavignar-kamaalin-ellam-ondre_FrontImage_267.jpg
சுற்றுச்சூழல் மேலாண்மை,ஜெகாதா,யுனிவர்ஸல் பப்ளிஷர்ஸ்,2024.0,200.0,sutrusuzhal-melanmai_FrontImage_254.jpg
இஸ்லாமிய இலக்கிய ஆளுமைகளின் மாண்புமிகு தமிழ்த் தொண்டுகள் பாகம் -1,ரஹ்மத் ராஜகுமாரன்,நியூஸ்மேன் பப்ளிகேஷன்ஸ்,2024.0,300.0,islamiya-ilakkiya-aalumaigalin-maanbumigu-tamil-thondugal_FrontImage_708.jpg
மு.க. ஸ்டாலின் நெருப்பாற்றில் நீந்திய திராவிடச் சூரியன்,ஜெகாதா,யுனிவர்ஸல் பப்ளிஷர்ஸ்,2024.0,200.0,m-k-stalin-neruppaatril-neendhiya-dravida-sooriyan_FrontImage_586.jpg
க்யோரா,ம. நவீன்,யாவரும் பதிப்பகம்,2024.0,150.0,kyora_FrontImage_310.jpg
இனியவன் இறந்துவிட்டான்,ஜீ. முருகன்,யாவரும் பதிப்பகம்,2024.0,100.0,iniyavan-irandhuvittan-yaavarum_FrontImage_300.jpg
தந்தை பெரியாரும் தளபதி அண்ணாவும்,ஜெகாதா,யுனிவர்ஸல் பப்ளிஷர்ஸ்,2024.0,350.0,thanthai-periyarum-thalabathi-annavum_FrontImage_169.jpg
இஸ்லாத்தில் அமைதி எனும் பண்பாடு,மவ்லானா வஹீதுத்தீன் கான் தமிழில் யூசுப் ராஜா,குட்வோர்ட் புக்ஸ்,2023.0,70.0,islathil-amaithi-enum-panpaadu_FrontImage_492.jpg
ஆளப்போகும் வேர்கள்,வடகோவை வரதராஜன்,கஸல்,2024.0,120.0,aalapogum-vergal_FrontImage_946.jpg
இந்தியப் பறவை மனிதன் சலீம் அலி,ஜெகாதா,யுனிவர்ஸல் பப்ளிஷர்ஸ்,2024.0,110.0,india-paravai-manithan-salim-ali_FrontImage_732.jpg
வள்ளி புராணம் நாட்டுப்புற வழக்காறுகள்,பேரா. சு. சண்முகசுந்தரம்,காவ்யா பதிப்பகம்,2024.0,550.0,valli-puranam-naattupura-vazhakkarugal_FrontImage_985.jpg
கலைஞர் ஸ்டாலின் உதயநிதி,ஜெகாதா,யுனிவர்ஸல் பப்ளிஷர்ஸ்,2024.0,400.0,kalaignar-stalin-udhayanidhi_FrontImage_255.jpg
முகமிழந்தவர்கள்,எம். எஸ். எம். அனஸ்,கஸல்,2024.0,200.0,mugamizhanthavargal_FrontImage_752.jpg
தேசி இரண்டாம் அத்தியாயம்,கவிஞன் மொழி,ஆதிரா வெளியீடு,2024.0,300.0,thesi-irandam-paagam_FrontImage_366.jpg
அமிர்தா தேவி பிஷ்னோய்,ஜெகாதா,யுனிவர்ஸல் பப்ளிஷர்ஸ்,2024.0,125.0,amirtha-devi-bishnoi_FrontImage_599.jpg
குர்ஆனிய ஞானம்,மவ்லானா வஹீதுத்தீன் கான் தமிழில் முடவன் குட்டி முஹம்மது அலி,குட்வோர்ட் புக்ஸ்,2024.0,275.0,quraaniya-gnanam_FrontImage_415.jpg
முஹம்மத் (ஸல்) அவர்களின் நற்பண்புகள்-நன்னடத்தைகள் (பாகம் 2),ஆதில் ஸலாஹி தமிழில் முஹம்மது இஸ்மாயீல்,இஸ்லாமிய நிறுவனம் டிரஸ்ட்,2022.0,230.0,muhammad-sal-avarkalin-narpanbugal-nannadatthaigal-paagam-2_FrontImage_581.jpg
இலக்கிய இதழியல் முன்னோடிகள்,ஜே. எம். சாலி,யுனிவர்ஸல் பப்ளிஷர்ஸ்,2024.0,330.0,ilakkiya-ithazhiyal-munnodigal_FrontImage_578.jpg
பால்யம் என்றொரு பருவம்,மு. மகேந்திர பாபு,யாப்பு வெளியீடு,2024.0,100.0,palyam-endroru-paruvam_FrontImage_426.jpg
மண்டல் குழுவும் திராவிடர் கழகமும்,கோ. கருணாநிதி,திராவிடர் கழகம்,2024.0,240.0,mandal-kuzhuvum-dravidar-kazhagamum_FrontImage_194.jpg
விசிறி வீடு-தஞ்சாவூர்க் கதைகள் (பாகம் 2),தஞ்சாவூர்க் கவிராயர்,நாற்கரம்,2024.0,150.0,visiri-veedu_FrontImage_263.jpg
தண்டால் எடுக்கும் ஓணான்,வாண்டு மாமி,நாற்கரம்,2024.0,120.0,thaandal-edukkum-onaan_FrontImage_272.jpg
கலைஞர் கட்டிய தமிழ்நாடு,எஸ். கே. பி. கருணா,யாவரும் பதிப்பகம்,2024.0,500.0,kalaignar-kattiya-tamilnadu_FrontImage_889.jpg
ஏன் சாகிறோம்?,ஆயிஷா இரா.நடராசன்,பாரதி புத்தகாலயம்,2024.0,120.0,yen-saagirom_FrontImage_440.jpg
வெற்றிக் கதவின் திறவுகோல்,மு. மகேந்திர பாபு,யாப்பு வெளியீடு,2024.0,140.0,vetri-kadhavin-thiravukol_FrontImage_384.jpg
புதுமைப் பித்தம்- வாசகத் தொகைநூல் 3,வே. மு. பொதியவெற்பன்,திராவிடன் ஸ்டாக்,2024.0,207.0,puthumaip-piththam-vasaga-thogainool-3_FrontImage_474_20_1.jpg
மினாஷே-தஞ்சாவூர்க் கதைகள் (பாகம் 1),தஞ்சாவூர்க் கவிராயர்,நாற்கரம்,2024.0,150.0,minashe_FrontImage_127.jpg
காளஞ்சி,அன்பு மணிவேல்,நாற்கரம்,2024.0,180.0,kaanji_FrontImage_126.jpg
பி. எல். சாமி- இந்திய இலக்கியச் சிற்பிகள்,முனைவர் சிலம்பு செல்வராசு,சாகித்திய அகாடெமி,2024.0,100.0,p-l-samy_FrontImage_248.jpg
சாட்ஜிபிடி சரிதம்,சைபர் சிம்மன்,எழுத்து பிரசுரம்,2024.0,350.0,chatgpt-saritham_FrontImage_512.jpg
இந்திய கம்யூனிச இயக்க முன்னோடிகள்,ஆர். பட்டாபிராமன்,நாற்கரம்,2024.0,180.0,india-communisa-iyakka-munnodigal_FrontImage_896.jpg
தனியொருத்தி,நாடோடி இலக்கியன்,நாற்கரம்,2024.0,160.0,thaniyoruthi_FrontImage_946.jpg
நன்னம்பிக்கைக்கு ஆதாரங்கள்,லி.வி.பாப்ரோவ்,சிந்தன் புக்ஸ்,2024.0,300.0,nannambikaikku-aatharangal-chinthan_FrontImage_135.jpg
தேர்ந்தெடுக்கப்பட்ட தமிழ்த் துளிப்பாக்,புதுவை யுகபாரதி,சாகித்திய அகாடெமி,2024.0,250.0,thernthedukkappatta-tamil-thulippaak_FrontImage_333.jpg
அறிவே சிவம்,ராம் சுரேஷ்,எழுத்து பிரசுரம்,2024.0,320.0,arive-sivam_FrontImage_310.jpg
PULI THEVAR,Dr. M. Kavin Chandar,காவ்யா பதிப்பகம்,2024.0,200.0,puli-thevar_FrontImage_577.jpg
சீர்திருத்த நிலையம்,மித்தர் சைன் மீத்  தமிழில் உஷா ராமன்,சாகித்திய அகாடெமி,2024.0,775.0,seerthirutha-nilayam_FrontImage_401.jpg
சவாரி,திருவையாறு பாலகுமார்,நாற்கரம்,2024.0,100.0,savaari_FrontImage_191.jpg
பாலியல் இயற்கையின் நோக்கும் இன்றைய போக்கும்,சு.தங்கவேலு,பூங்கொடிப் பதிப்பகம்,,150.0,
ஸ்ரீ விஷ்ணு புராணம்,வேங்கடவன்,ஸ்ரீ செண்பகா பதிப்பகம்,,120.0,
றெக்கையில்லா தேவதைகள்,ஜி. ஐசக் அருள்தாஸ்,நியூசெஞ்சுரி புக் ஹவுஸ்,2024.0,140.0,rekkaiyillaa-devathaigal_FrontImage_561.jpg
சட்டப்பேரவையில் சோ. அழகர்சாமி,கே. ஜீவபாரதி,நியூசெஞ்சுரி புக் ஹவுஸ்,2024.0,280.0,sattaperavaiyil-so-azhagarsamy_FrontImage_482.jpg
புரிந்துகொள் மனமே,முனைவர் பஜீலா ஆசாத்,மணிமேகலை பிரசுரம்,,200.0,Purinthukol_20maname.jpg
மீண்டும் மீண்டும் வசந்தம்,சிவப்ரியா,கலைஞன் பதிப்பகம்,,150.0,Meendum_20meendum_20Vasantham.jpg
இரும்புச் சுவர்கள்,சி. ஆர். ரவீந்திரன்,நியூசெஞ்சுரி புக் ஹவுஸ்,2024.0,200.0,irumbu-suvargal_FrontImage_501.jpg
"தமிழகத்தில் இசைக்கலைஞர்கள், நடனக்காரிகள் மற்றும் நாடக - நடிகர்கள்: நிகழ்த்துக்கலை வரலாறும், ஐரோப்பியத் தொடர்பும் தாக்கமும்",எஸ். ஜெயசீல ஸ்டீபன்  தமிழில் புதுவை சீனு. தமிழ்மணி,நியூசெஞ்சுரி புக் ஹவுஸ்,2024.0,270.0,tamilagathil-isaikalaignargal-nadanakaarigal-matrum-nadaga-nadigargal_FrontImage_891.jpg
மீள்வெளி,மாற்கு,நியூசெஞ்சுரி புக் ஹவுஸ்,2024.0,450.0,meelveli_FrontImage_307.jpg
முன்னத்தி ஏர்,எம். சிவகுமார்,பாரதி புத்தகாலயம்,2024.0,130.0,munnaththi-yer-bharathi_FrontImage_883.jpg
நீர் மேலாண்மை,ஜெகாதா,அருணோதயம்,,320.0,Neer_20Melanmai.jpg
திரைக்கதைகள் நுால் வரிசை – 5,சுப்ரபாரதி மணியன்,நிவேதிதா பதிப்பகம்,,250.0,Thiraikathaigal_20Nool_20Varisai-5.jpg
இமயத்தின் உண்மைகளும் வான் நடத்திய பாடங்களும்,ரவி பார்கவன்,ஸ்ரீஆனந்த நிலையம்,,200.0,Imayathin_20unmaigal.jpg
மனத்தின் ஆற்றல் ஆறாம் அறிவு,எத்திராஜன் ராதாகிருஷ்ணன்,நர்மதா பதிப்பகம்,,110.0,Manathin_20aatral_20Aaraam_20Arivu.jpg
500 பழமொழிகளும் சுவையான விளக்கங்களும்,முனைவர் டி.வி.சங்கரன்,மணிமேகலை பிரசுரம்,,150.0,500_20Pazhamozhi.jpg
அயோத்யா ஸ்ரீ ராமர் கோயில் இயக்கம் - பாஜக வெள்ளை அறிக்கை,தொகுப்பு வானமாமலை,அல்லயன்ஸ்,,275.0,ayodhaya.jpg
அசுர வதம்,தேனி மு.சுப்பிரமணி,தாமரை பிரதர்ஸ் மீடியா பிரைவேட் லிமிடெட்,2024.0,320.0,Asuravadham.jpg
விடியலின் முழுமையை நோக்கி,பேராசிரியர். முனைவர். ஆ.பி.ஜெ. பால்ராஜ்,நோஷன் பிரஸ்,,500.0,Vidiyalai_20Nokki.jpg
சிரித்து மகிழ்ந்திட பரமார்த்த குரு கதைகள்,பி.எஸ்.ஆச்சார்யா,நர்மதா பதிப்பகம்,,100.0,Sirithu_20Magizhthida_20paramarthaguru_20kathaigal.jpg
மனிதருக்கு தோழனடி பாப்பா,இராமன் முள்ளிப்பள்ளம்,பாரதி புத்தகாலயம்,,50.0,Manitharukku-Thozhanadi-Pappa-scaled.jpg
நவீன நாடக ஒப்பாய்வு,முனைவர் ம.சுபாஷினி,காவ்யா பதிப்பகம்,,300.0,
நட்சத்திரங்களின் அடிப்படையில் விரிவான திருமணப் பொருத்தம்,லலிதா சீனிவாசன்,மணிமேகலை பிரசுரம்,,1300.0,
மகாபாரதத்தின் தெய்வீக மாதர்கள்,ராஜலட்சுமி சீனிவாசன்,வானவில் புத்தகாலயம்,,300.0,Mahabharathin_20Theiveega_20Maathargal.jpg
இவர்தாம் பெரியார் (வரலாறு) சுயமரியாதை இயக்கம்,புலவர் மா.நன்னன்,ஏகம் பதிப்பகம்,,325.0,Ivartham_20Periyar.jpg
புதுவையில் தேச பக்தர்கள்,என்.நாகசாமி,அல்லயன்ஸ்,,120.0,Puthuvaiyil_20Desa_20Bakthargal.jpg
வாழ்வை வளமாக்கும் திருக்கோவில் வழிபாடு,ஆர்.ஹேமா பாஸ்கர் ராஜு,தாமரை பிரதர்ஸ் மீடியா பிரைவேட் லிமிடெட்,,240.0,Vazhavai_20Valamakkum_20Thirukovil_20Vazhipadu.jpg
இல்லத்தில் உதவும் நல்ல குறிப்புகள்!,டி.என்.இமாஜான்,மணிமேகலை பிரசுரம்,,60.0,Illathil_20uthavum_20Nalla_20Kurippugal.jpg
பயோ டெக்னாலஜி - உயிர்த் தொழிற்சாலை,பேராசிரியர் க.மணி,அபயம் பப்ளிஷர்ஸ்,,280.0,Bio_20Technolgy.jpg
நாடிஜோதிடம் உண்மையா?,அரவிந்த் சுவாமிநாதன்,தாமரை பிரதர்ஸ் மீடியா பிரைவேட் லிமிடெட்,2023.0,250.0,Naadi-Jothidam-Unmaya.jpg
அறிவியல் ஆன்மீக சிந்தனைகள்,டாக்டர் வை. பழனிச்சாமி ஜ.ஏ.எஸ் (ஓ),தாமரை பிரதர்ஸ் மீடியா பிரைவேட் லிமிடெட்,2024.0,500.0,Ariviyal-Aanmiga-Sindhanaigal.jpg
நிறம் மாறும் மண்,இயகோகா சுப்பிரமணியம்,குமரன் பதிப்பகம்,,200.0,
பசும்பொன் பதித்த சுவடுகள்,இராசா அருண்மொழி,காவ்யா பதிப்பகம்,,140.0,Pasumpon.jpg
அண்ணன்மார் சுவாமி கதை,கவிஞர் சக்திக்கனல்,நர்மதா பதிப்பகம்,,290.0,Annanmar_20Swami_20kathai.jpg
மக்களை நேசிக்க பயிற்சி பெறுங்கள்,மா.கருணாநிதி,மணிமேகலை பிரசுரம்,,180.0,Makkalai_20Nesikka_20Payirchi_20perungal.jpg
சிட்டுக் குருவி,ப.சொக்கலிங்கம்,படி வெளியீடு,,125.0,Chittu_20Kuruvi.jpg
புலி வாலை பிடித்த கதைகள்,சுப்ரபாரதிமணியன்,காவ்யா பதிப்பகம்,,120.0,Puli_20Vaalai_20Piditha_20Kathai.jpg
உயர் சாதி இந்துப் பெண்,பண்டித ரமாபாய் தமிழில் ஜா.கிறிஸ்டி பெமிலா,ஹெர் ஸ்டோரிஸ்,2024.0,160.0,Uyar_20Sathi_20Indhu_20Pen.jpg
மேல் மருவத்தூர்,முத்தாலங்குறிச்சி காமராசு,தாமரை பிரதர்ஸ் மீடியா பிரைவேட் லிமிடெட்,2024.0,320.0,Mel-Maruvathur.jpg
இலட்சிய இந்து ஓட்டல்,விபூதி பூஷண் பந்தோபாத்யாய தமிழில் த.நா. ஸேனாபதி,நேஷனல் புக் டிரஸ்ட்,2024.0,340.0,latchiya-indhu-oattal_FrontImage_641.jpg
தேசியப்பேரொளி ஓமந்தூரார்,தேவி மோகன்,பாரதி புத்தகாலயம்,2024.0,250.0,desiya-peroli-omandurar_FrontImage_736.jpg
நாடு விட்டு நாடு,முத்தம்மாள் பழனிசாமி,யாவரும் பதிப்பகம்,2024.0,450.0,naadu-vittu-naadu-yaavarum_FrontImage_160.jpg
கரிப்பு மணிகள்,ராஜம் கிருஷ்ணன்,நியூசெஞ்சுரி புக் ஹவுஸ்,2024.0,200.0,karippu-manigal-ncbh_FrontImage_928.jpg
முன்னத்தி,மாற்கு,நியூசெஞ்சுரி புக் ஹவுஸ்,2024.0,680.0,munnaththi-ncbh_FrontImage_587.jpg
உடையாள்,ஜெயமோகன்,விஷ்ணுபுரம் பதிப்பகம்,2024.0,160.0,udaiyaal_FrontImage_585.jpg
கலைஞரின் பெரியார் நாடு,ப. திருமாவேலன்,கருஞ்சட்டைப் பதிப்பகம்,2024.0,160.0,kalaignarin-periyar-naadu_FrontImage_332.jpg
அருகர்களின் பாதை,ஜெயமோகன்,விஷ்ணுபுரம் பதிப்பகம்,2024.0,400.0,arugargalin-paathai-vishnupuram_FrontImage_179.jpg
வயிறு ஆரத் தாய் முலை உண்ணாக் குழவி,சு. பொ. அகத்தியலிங்கம்,பாரதி புத்தகாலயம்,2024.0,120.0,vaiyru-aara-thaai-mulai-unnaak-kuzhavi_FrontImage_540.jpg
பின்தொடரும் பிரம்மம்,ஜெயமோகன்,விஷ்ணுபுரம் பதிப்பகம்,2024.0,100.0,pinthodarum-oru-brammam_FrontImage_431.jpg
நமது ஊர் நமது பொறுப்பு,க. பழனித்துரை,அடையாளம் பதிப்பகம்,2024.0,220.0,namathu-oor-namathu-poruppu_FrontImage_413.jpg
கொங்கு நாட்டு வரலாறு,மயிலை சீனி. வேங்கடசாமி,யாப்பு வெளியீடு,2024.0,220.0,kongu-naattu-varalaru-yaappu_FrontImage_701.jpg
நோயின்றி வாழ உணவே மருந்து,மருத்துவர் சு.நரேந்திரன்,நியூசெஞ்சுரி புக் ஹவுஸ்,2024.0,330.0,noyintri-vazha-unave-marundhu-ncbh_FrontImage_525.jpg
சமயம் பற்றி,ஜார்ஜ் தாம்ஸன் தமிழில் நேத்ரா,நியூசெஞ்சுரி புக் ஹவுஸ்,2024.0,60.0,samayam-patri_FrontImage_140.jpg
கம்பர் கவியின் செந்தமிழ் இன்பம்,கிருங்கை சேதுபதி,நியூசெஞ்சுரி புக் ஹவுஸ்,2024.0,325.0,kambar-kaviyin-sentamizh-inbam_FrontImage_504.jpg
லெனின்,கே. ஜீவபாரதி,நியூசெஞ்சுரி புக் ஹவுஸ்,2024.0,225.0,lenin-ncbh_FrontImage_207.jpg
மண்ணில் நல்ல வண்ணம் வாழலாம்,தவத்திரு குன்றக்குடி அடிகளார்,நியூசெஞ்சுரி புக் ஹவுஸ்,2024.0,190.0,mannil-nalla-vannam-vazhalam-ncbh_FrontImage_850.jpg
கல்கியின் அலை ஓசை,இரா. கற்பகம்,நியூசெஞ்சுரி புக் ஹவுஸ்,2024.0,340.0,kalkiyin-alai-osai_FrontImage_479.jpg
சுவடியியல்,பேரா. ப. இப்ராஹிம்,நியூசெஞ்சுரி புக் ஹவுஸ்,2024.0,200.0,suvadiyiyal-ncbh_FrontImage_295.jpg
கம்யூனிஸ்ட்டுகள் மீதான விமர்சனக்கணைகளும் விளக்கமும்,இளசை. எஸ். எஸ். கணேசன்,நியூசெஞ்சுரி புக் ஹவுஸ்,2024.0,290.0,communistugal-mithana-vimarsangalikalum-vilakkamum_FrontImage_879.jpg
DAYS OF A SMALL BROOK,Seenu Ramasamy,நியூசெஞ்சுரி புக் ஹவுஸ்,2024.0,220.0,days-of-a-small-brook_FrontImage_218.jpg
பேட்டையான்சத்திரம்,புதுவை R. ரஜினி,நியூசெஞ்சுரி புக் ஹவுஸ்,2024.0,240.0,pettaiyaansathiram_FrontImage_131.jpg
நற்றிணை மூலமும் விளக்கவுரையும் பாகம் -2,ஔவை சு. துரைசாமிப் பிள்ளை,உலகத் தமிழாராய்ச்சி நிறுவனம்,2024.0,625.0,natrinai-moolamum-vilakkavuraiyum-part-2_FrontImage_132.jpg
மக்கள் வரலாறு தொடக்கமும் தொடர்ச்சியும் தொகுதி - 1,க. சுபாஷினி,தமிழ் மரபு அறக்கட்டளை,2024.0,200.0,makkal-varalaru-thodakkamum-thodarchiyum-thoguthi-1_FrontImage_326.jpg
ஒரு கை உணவில்,சுப்ரபாரதிமணியன்,நியூசெஞ்சுரி புக் ஹவுஸ்,2024.0,120.0,oru-kai-unavil-ncbh_FrontImage_430.jpg
நற்றிணை மூலமும் விளக்கவுரையும் பாகம் -1,ஔவை சு. துரைசாமிப் பிள்ளை,உலகத் தமிழாராய்ச்சி நிறுவனம்,2024.0,680.0,natrinai-moolamum-vilakkavuraiyum-part-1_FrontImage_646.jpg
அற்புதப் பலன்களைத் தரும் அறுபது காய்கறிகள்,சா. அனந்தகுமார்,நியூசெஞ்சுரி புக் ஹவுஸ்,2024.0,150.0,arputha-palankalai-tharum-arubathu-kaaikarigal_FrontImage_604.jpg
முதுமை ஒரு வரம்,டாக்டர் என். பத்ரி,முக்கடல் வெளியீடு,2024.0,250.0,mudhumai-oru-varam_FrontImage_740.jpg
மூ(த்த) தேவியின் சிற்பங்கள்,"வை. ராதா, ச. ராகவேந்தர்",காக்கைக்கூடு,2024.0,110.0,mootha-deviyin-sirpangal_FrontImage_961.jpg
என் தாய்நாடு (என் மலைநாடு),ரசூல் கம்சதோவ் தமிழில் சே. கோச்சடை,நியூசெஞ்சுரி புக் ஹவுஸ்,,380.0,en-thainaadu-en-malainaadu_FrontImage_341.jpg
தமிழர் எழுதிய நாட்குறிப்புகளும் தமிழ் உரைநடை வளர்ச்சியும் (1736-1874),எஸ். ஜெயசீல ஸ்டீபன்,நியூசெஞ்சுரி புக் ஹவுஸ்,2024.0,150.0,tamilar-ezhuthiya-naatkurippugalum-tamil-urainadai-valarchiyum_FrontImage_295.jpg
பறவைகளின் உயிர்ச்சூழல்,பா. சதீஸ் முத்து கோபால்,காக்கைக்கூடு,2024.0,110.0,paravaigalin-uyirsuzhal_FrontImage_317.jpg
ஒரு பாய்மரப் பறவை,பொ. கருணாகரமூர்த்தி,காலச்சுவடு,2024.0,250.0,oru-paaimara-paravai_FrontImage_181.jpg
தீண்டாமைக்கு எதிரான தீப்பந்தங்கள் - 2,எம். ஆர். முத்துசாமி,பாரதி புத்தகாலயம்,2024.0,130.0,theendaamaikku-ethiraana-theeppanthangal-2_FrontImage_270.jpg
பண்டைத் தமிழ் எழுத்துக்கள்,தி. நா. சுப்பிரமணியன்,உலகத் தமிழாராய்ச்சி நிறுவனம்,2024.0,100.0,pandai-tamizh-ezhuthukkal_FrontImage_836.jpg
திருப்பூர் சிறுகதைகள்,பொன். குமார்,வேரல் புக்ஸ்,2024.0,300.0,tiruppur-sirukathaigal_FrontImage_933.jpg
குறுமுப்பத்தாறு,ஸ்ரீ நேசன்,நாதன் பதிப்பகம்,2024.0,60.0,kurumuppathaaru_FrontImage_123.jpg
கரமுண்டார் வூடு,தஞ்சை ப்ரகாஷ்,எழுத்து பிரசுரம்,2024.0,420.0,karamundaar-voodu-ezhuthu_FrontImage_298.jpg
பாவண்ணன் பாடல்கள்,பாவண்ணன்,பாரதி புத்தகாலயம்,2024.0,320.0,paavannan-paadalgal_FrontImage_123.jpg
சாயத்திரை,சுப்ரபாரதிமணியன்,நியூசெஞ்சுரி புக் ஹவுஸ்,2024.0,230.0,saayaththirai-ncbh_FrontImage_438.jpg
த்விஜோத்தமர்,வா. பாலகிருஷ்ணன் தமிழில் நரசிம்மன்,எழுத்து பிரசுரம்,2024.0,120.0,dvijottamar_FrontImage_839.jpg
கடலுக்கு அடியில் நகரம்,"மு. ஜோதிமணி , முனைவர் பெ. சசிக்குமார்",பாரதி புத்தகாலயம்,2024.0,140.0,kadalukku-adiyil-nagaram_FrontImage_211.jpg
தமிழர் உணவு,சே. நமசிவாயம்,உலகத் தமிழாராய்ச்சி நிறுவனம்,2024.0,250.0,tamizhar-unavu-ulaga-tamilaraaichi-niruvanam_FrontImage_634.jpg
தொல்லியல் நோக்கில் சங்ககாலம்,கா. ராஜன்,உலகத் தமிழாராய்ச்சி நிறுவனம்,2024.0,120.0,tholliyal-nokkil-sangakaalam_FrontImage_680.jpg
வெவ்வேறு வடிவில் வன்மக் காழ்ப்பின் நீலம்பாரிக்கும் வெறுப்பரசியல்,வே. மு. பொதியவெற்பன்,உயிர் பதிப்பகம்,2024.0,70.0,vevveru-vadivil-vanma-kaazhpin-neelampaarikkum-verupprasiyal_FrontImage_624.jpg
"A History Of Tamil Prose Through Missionary Texts, Native Diaries, Printed Stories And Colonial Textbooks",S. Jeyaseela Stephen,உயிர் பதிப்பகம்,2024.0,250.0,a-history-of-tamil-prose-through-missionary-texts-native-diaries-printed-stories-and-colonial-textbooks_FrontImage_352.jpg
குயில்கள்,முனைவர் த. ஜான்சி பால்ராஜ்,உயிர் பதிப்பகம்,2024.0,100.0,kuiyilgal_FrontImage_561.jpg
சவ்வாது மலை மலையாளிகள்,கா. ஆறுமுகம்,உயிர் பதிப்பகம்,2024.0,250.0,jawadhu-malai-malaiyaligal_FrontImage_422.jpg
பண்டைத் தமிழக வரைவுகளும் குறியீடுகளும்,முனைவர் இராசு. பவுன்துரை,உலகத் தமிழாராய்ச்சி நிறுவனம்,2024.0,220.0,pandai-tamilaga-varaivugalum-kuriyeedugalum_FrontImage_213_20_1.jpg
தேனீக்களும் மக்களும்,நாம் ஐயோரிஷ் தமிழில் சிற்பி பாலசுப்ரமணியம்,உயிர் பதிப்பகம்,2024.0,300.0,theneekkalum-makkalum-uyir_FrontImage_617.jpg
"THE TAMIL ARTISTS AND THE ARTS OF MUSIC, DANCE AND DRAMA",எஸ். ஜெயசீல ஸ்டீபன்,உயிர் பதிப்பகம்,2024.0,280.0,the-tamil-artists-and-the-arts-of-music-dance-and-drama_FrontImage_512.jpg
கிணற்று பூதம்,உமையவன்,பாரதி புத்தகாலயம்,2024.0,50.0,kinatru-pootham_FrontImage_664.jpg
வாழ்வியல் போற்றதும்,என். மாதவன்,பாரதி புத்தகாலயம்,2024.0,90.0,vaazhviyal-potrathum_FrontImage_977.jpg
